Club,Profile URL,Name,Date of birth,Place of birth,Age,Name in native country,Height,Nationality,Position,Foot,Market value,Contract until,Contract option,Homepage,Debut (Club),
West Ham United,https://www.soccerdonna.de/en/kinga-szemik/profil/spieler_39538.html,1 Kinga Szemik,25.06.1997,Żywiec,28,Kinga Jadwiga Szemik,"1,82",Poland,Goalkeeper,right,80.000 €,30.06.2027,,,21.09.2024,
West Ham United,https://www.soccerdonna.de/en/megan-walsh/profil/spieler_12362.html,25 Megan Walsh,12.11.1994,Bromsgrove,30,Megan Laura Walsh,"1,74",Ireland England,Goalkeeper,right,30.000 €,?,,www.instagram.com/meg__walsh12/,11.10.2023,
West Ham United,https://www.soccerdonna.de/en/jessie-stapleton/profil/spieler_62972.html,Jessie Stapleton,07.02.2005,"Ballyfermot, Dublin",20,Jessica Stapleton,,Ireland,Defence - Centre Back,right,20.000 €,?,,,22.11.2023,
West Ham United,https://www.soccerdonna.de/en/ins-belloumou/profil/spieler_35281.html,Inès Belloumou,21.06.2001,Martigues,24,إيناس بلومو,"1,60",Algeria France,"Defence - Fullback, left",left,25.000 €,?,,,,
West Ham United,https://www.soccerdonna.de/en/amber-tysiak/profil/spieler_29924.html,5 Amber Tysiak,26.01.2000,Houthalen-Helchteren,25,Amber Tysiak,"1,77",Belgium,Defence - Centre Back,right,90.000 €,30.06.2028,,www.instagram.com/ambertysiak/,23.04.2023,10.01.2025
West Ham United,https://www.soccerdonna.de/en/eva-nystroem/profil/spieler_32767.html,13 Eva Nyström,29.11.1999,Helsinki,25,Eva Ulrika Nyström,"1,70",Finland,Defence - Centre Back,right,60.000 €,30.06.2027,,www.instagram.com/evanystrm/,02.02.2025,
West Ham United,https://www.soccerdonna.de/en/shelina-zadorsky/profil/spieler_17037.html,14 Shelina Zadorsky,24.10.1992,"London, Ontario",32,Shelina Laura Zadorsky,"1,72",Canada,Defence - Centre Back,left,50.000 €,30.06.2025,,www.instagram.com/shelinaz/,14.01.2024,
West Ham United,https://www.soccerdonna.de/en/camila-saez/profil/spieler_5641.html,17 Camila Sáez,17.10.1994,Viña del Mar,30,Camila Alejandra Sáez Oyaneder,"1,70",Chile,Defence - Centre Back,left,45.000 €,30.06.2026,,,21.09.2024,
West Ham United,https://www.soccerdonna.de/en/anouk-denton/profil/spieler_46997.html,18 Anouk Denton,09.05.2003,St Albans,22,Anouk Stephanie Denton,"1,63",England Germany,"Defence - Fullback, right",right,75.000 €,30.06.2028,,,03.04.2021,09.01.2025
West Ham United,https://www.soccerdonna.de/en/verena-hanshaw/profil/spieler_67.html,29 Verena Hanshaw,20.01.1994,Wien,31,Verena Aschauer,"1,70",Austria,"Defence - Fullback, left",left,75.000 €,30.06.2026,,,26.01.2025,
West Ham United,https://www.soccerdonna.de/en/keira-flannery/profil/spieler_63555.html,Keira Flannery,24.09.2005,,19,,,England,Midfield,right,20.000 €,?,,,28.09.2022,
West Ham United,https://www.soccerdonna.de/en/halle-houssein/profil/spieler_62843.html,Halle Houssein,11.12.2004,Blackpool,20,Halle Rose Houssein Şensizoğlu,,Turkey England,Midfield,right,25.000 €,?,,www.instagram.com/hallehoussein/,19.01.2022,
West Ham United,https://www.soccerdonna.de/en/oona-siren/profil/spieler_34662.html,4 Oona Siren,23.02.2001,,24,Oona Amanda Siren,"1,60",Finland,Midfield - Central Midfield,,55.000 €,30.06.2026,,www.instagram.com/oonasiren/,02.10.2024,
West Ham United,https://www.soccerdonna.de/en/dagny-brynjarsdottir/profil/spieler_4357.html,10 Dagný Brynjarsdóttir,10.08.1991,Hella,33,Dagný Brynjarsdóttir,"1,79",Iceland,Midfield - Central Midfield,right,45.000 €,30.06.2025,,,07.03.2021,20.05.2024
West Ham United,https://www.soccerdonna.de/en/jessica-ziu/profil/spieler_38587.html,16 Jessica Ziu,06.06.2002,Dublin,23,Jessica Maria Ziu,"1,64",Ireland,Midfield - Attacking Midfield,right,20.000 €,?,,,18.09.2022,28.06.2024
West Ham United,https://www.soccerdonna.de/en/katrina-gorry/profil/spieler_597.html,22 Katrina Gorry,13.08.1992,"Brisbane, Queensland",32,Katrina-Lee Gorry,"1,55",Australia Ireland,Midfield - Central Midfield,right,40.000 €,?,,www.instagram.com/katrinagorry10/,14.01.2024,
West Ham United,https://www.soccerdonna.de/en/soraya-walsh/profil/spieler_90553.html,36 Soraya Walsh,10.03.2006,,19,,,England,Midfield,right,15.000 €,?,,,11.12.2024,
West Ham United,https://www.soccerdonna.de/en/seraina-piubel/profil/spieler_30831.html,77 Seraina Piubel,02.06.2000,Wettingen AG,25,Seraina Séverin Piubel,"1,68",Switzerland,Midfield - Attacking Midfield,both,70.000 €,30.06.2027,,,21.09.2024,
West Ham United,https://www.soccerdonna.de/en/riko-ueki/profil/spieler_35817.html,9 Riko Ueki,30.07.1999,"Kawasaki, Kanagawa",25,植木 理子,"1,64",Japan,Striker - Centre Forward,right,170.000 €,?,,www.instagram.com/9osarusan19/,01.10.2023,
West Ham United,https://www.soccerdonna.de/en/manuela-pavi/profil/spieler_46570.html,11 Manuela Paví,23.12.2000,Pradera,24,Manuela Paví Sepúlveda,"1,51",Colombia,Striker,right,55.000 €,30.06.2027,,www.instagram.com/manuela_pavi/,21.09.2024,
West Ham United,https://www.soccerdonna.de/en/shekiera-martinez/profil/spieler_31819.html,19 Shekiera Martinez,04.07.2001,Fulda,24,,"1,63",Germany,Striker,right,400.000 €,?,,,19.01.2025,
West Ham United,https://www.soccerdonna.de/en/viviane-asseyi/profil/spieler_5807.html,20 Viviane Asseyi,20.11.1993,Mont-Saint-Aignan,31,Viviane Marie-Louise Blanche Asseyi,"1,63",France Gabon,Striker - Centre Forward,right,50.000 €,?,,www.instagram.com/vivi_asseyi/,18.09.2022,19.06.2024
West Ham United,https://www.soccerdonna.de/en/princess-ademiluyi/profil/spieler_86282.html,35 Princess Ademiluyi,14.07.2006,Gravesend,18,,,England,Striker,right,25.000 €,?,,,07.05.2023,
Everton FC,https://www.soccerdonna.de/en/courtney-brosnan/profil/spieler_41205.html,1 Courtney Brosnan,10.11.1995,"Short Hills, New Jersey",29,Courtney Elizabeth Brosnan,"1,74",Ireland United States,Goalkeeper,right,50.000 €,30.06.2026,,www.instagram.com/courtneybrosnan18/,13.10.2021,28.06.2024
Everton FC,https://www.soccerdonna.de/en/emily-ramsey/profil/spieler_34851.html,12 Emily Ramsey,16.11.2000,Salford,24,Emily Jo Ramsey,"1,80",England,Goalkeeper,,35.000 €,30.06.2026,,,29.09.2022,
Everton FC,https://www.soccerdonna.de/en/issy-hobson/profil/spieler_94078.html,Issy Hobson,31.10.2007,,17,Isabella Hobson,,England,Defence - Centre Back,,50.000 €,?,,,24.01.2024,
Everton FC,https://www.soccerdonna.de/en/rion-ishikawa/profil/spieler_56778.html,Rion Ishikawa,04.07.2003,"Akita, Akita",22,石川 璃音,"1,72",Japan,Defence - Centre Back,right,unknown,?,,www.instagram.com/ri_on74/,,
Everton FC,https://www.soccerdonna.de/en/hikaru-kitagawa/profil/spieler_22896.html,13 Hikaru Kitagawa,10.05.1997,"Kanazawa, Ishikawa",28,北川 ひかる,"1,63",Japan,"Defence - Fullback, left",left,45.000 €,?,,www.instagram.com/hiiiiiiika14/,,
Everton FC,https://www.soccerdonna.de/en/lucy-hope/profil/spieler_23920.html,17 Lucy Hope,10.10.1996,,28,Lucy Graham,"1,65",Scottland,Defence,right,55.000 €,30.06.2026,,www.instagram.com/lucygrahamxo/,08.09.2019,01.07.2025
Everton FC,https://www.soccerdonna.de/en/megan-finnigan/profil/spieler_34579.html,20 Megan Finnigan,02.04.1998,Blackpool,27,Megan Finnigan,"1,75",England,Defence - Centre Back,right,60.000 €,30.06.2026,,,22.09.2017,
Everton FC,https://www.soccerdonna.de/en/kenzie-weir/profil/spieler_62894.html,24 Kenzie Weir,14.01.2004,,21,,,Scottland,Defence - Centre Back,,10.000 €,30.06.2026,,,30.01.2022,02.05.2025
Everton FC,https://www.soccerdonna.de/en/elise-stenevik/profil/spieler_30451.html,27 Elise Stenevik,09.09.1999,,25,Elise Isolde Stenevik,"1,74",Norway,"Defence - Fullback, left",left,40.000 €,30.06.2026,,,18.09.2022,24.05.2024
Everton FC,https://www.soccerdonna.de/en/honoka-hayashi/profil/spieler_35811.html,6 Honoka Hayashi,19.05.1998,"Uji, Kyoto",27,林 穂之香,"1,57",Japan,Midfield - Central Midfield,right,55.000 €,?,,www.instagram.com/hayashi.0123/,21.09.2024,
Everton FC,https://www.soccerdonna.de/en/clare-wheeler/profil/spieler_22344.html,7 Clare Wheeler,14.01.1998,"Coffs Harbour, New South Wales",27,Clare May Wheeler,"1,63",Australia,Midfield - Central Midfield,,60.000 €,30.06.2027,,www.instagram.com/clarewheelerr/,16.10.2022,30.04.2025
Everton FC,https://www.soccerdonna.de/en/rosa-van-gool/profil/spieler_52350.html,8 Rosa van Gool,09.02.2004,Leiden,21,,"1,62",Netherlands,Midfield - Central Midfield,,25.000 €,?,,www.instagram.com/rosa.v.gool/,,
Everton FC,https://www.soccerdonna.de/en/hayley-ladd/profil/spieler_11806.html,16 Hayley Ladd,06.10.1993,Dacorum,31,Hayley Elizabeth Ladd,"1,72",Wales England,Midfield - Defensive Midfield,right,90.000 €,30.06.2026,,,18.01.2025,
Everton FC,https://www.soccerdonna.de/en/ornella-vignola/profil/spieler_40417.html,18 Ornella Vignola,30.09.2004,Montevideo,20,Ornella María Vignola Cabot,"1,64",Spain Uruguay,"Midfield - Midfield, left",right,70.000 €,?,,,,
Everton FC,https://www.soccerdonna.de/en/aurora-galli/profil/spieler_22073.html,22 Aurora Galli,13.12.1996,Tromello,28,Aurora Galli,"1,68",Italy,Midfield - Defensive Midfield,right,70.000 €,30.06.2026,,,04.09.2021,01.07.2025
Everton FC,https://www.soccerdonna.de/en/karen-holmgaard/profil/spieler_33170.html,28 Karen Holmgaard,28.01.1999,Bording,26,Karen Rosted Holmgaard,"1,76",Denmark,Midfield - Defensive Midfield,left,40.000 €,?,,www.instagram.com/karen_holmgaard/,29.09.2022,01.08.2024
Everton FC,https://www.soccerdonna.de/en/toni-payne/profil/spieler_17925.html,9 Toni Payne,22.04.1995,"Birmingham, Alabama",30,Antionette Oyedupe Payne,"1,60",Nigeria United States,Striker - Right Wing,right,70.000 €,?,,www.instagram.com/toekneepain/,21.09.2024,
Everton FC,https://www.soccerdonna.de/en/inma-gabarro/profil/spieler_43216.html,10 Inma Gabarro,05.11.2002,Sevilla,22,Maria Inmaculada Gabarro Romero,"1,60",Spain,Striker - Left Wing,,100.000 €,?,,,21.09.2024,
Everton FC,https://www.soccerdonna.de/en/kelly-gago/profil/spieler_29900.html,11 Kelly Gago,05.01.1999,Créteil,26,,"1,78",France,Striker - Centre Forward,left,230.000 €,30.06.2028,,,18.01.2025,02.07.2025
Everton FC,https://www.soccerdonna.de/en/melissa-lawley/profil/spieler_5023.html,14 Melissa Lawley,28.04.1994,Kidderminster,31,Melissa Elizabeth Lawley,"1,68",England,Striker - Left Wing,right,30.000 €,?,,,13.10.2024,
Everton FC,https://www.soccerdonna.de/en/veatriki-sarri/profil/spieler_30350.html,21 Veatriki Sarri,01.01.1998,Chania,27,Βεατρίκη Σαρρή,"1,67",Greece,Striker - Left Wing,left,40.000 €,30.06.2026,,,21.09.2024,
Everton FC,https://www.soccerdonna.de/en/katja-snoeijs/profil/spieler_29922.html,25 Katja Snoeijs,31.08.1996,Amsterdam,28,Katja Snoeijs,"1,70",Netherlands,Striker - Centre Forward,right,70.000 €,30.06.2026,,www.instagram.com/katjasnoeijs/,18.09.2022,25.05.2024
Leicester City,https://www.soccerdonna.de/en/katie-keane/profil/spieler_75521.html,Katie Keane,27.07.2006,"Ratoath, Meath",18,,,Ireland,Goalkeeper,,unknown,30.06.2028,,,,
Leicester City,https://www.soccerdonna.de/en/janina-leitzig/profil/spieler_21642.html,1 Janina Leitzig,16.04.1999,Wuppertal,26,Janina Leitzig,"1,85",Germany,Goalkeeper,right,65.000 €,?,,,15.01.2023,
Leicester City,https://www.soccerdonna.de/en/olivia-clark/profil/spieler_44497.html,13 Olivia Clark,30.08.2001,Lincoln,23,,,Wales,Goalkeeper,,15.000 €,?,,,09.02.2025,
Leicester City,https://www.soccerdonna.de/en/courtney-nevin/profil/spieler_39325.html,2 Courtney Nevin,12.02.2002,"Blacktown, Sydney",23,Courtney Jade Nevin,"1,69",Australia,"Defence - Fullback, left",left,60.000 €,30.06.2025,,www.instagram.com/courtneynevin_/,29.01.2023,
Leicester City,https://www.soccerdonna.de/en/c-j-bott/profil/spieler_17980.html,4 C.J. Bott,22.04.1995,Wellington,30,Catherine Joan Bott,"1,65",New Zealand,"Defence - Fullback, right",left,40.000 €,30.06.2025,,www.instagram.com/cjbott/,05.03.2022,05.07.2023
Leicester City,https://www.soccerdonna.de/en/sophie-howard/profil/spieler_2311.html,5 Sophie Howard,17.09.1993,Hanau,31,Sophie Louise Howard,"1,75",Scottland Germany,Defence - Centre Back,right,30.000 €,30.06.2025,,,06.09.2020,20.06.2024
Leicester City,https://www.soccerdonna.de/en/asmita-ale/profil/spieler_33806.html,12 Asmita Ale,03.11.2001,Dorset,23,अस्मिता आले | Asmita Kumari Ale,"1,71",England Nepal,"Defence - Fullback, left",right,60.000 €,30.06.2027,,www.instagram.com/asmita_k_ale/,10.02.2024,
Leicester City,https://www.soccerdonna.de/en/julie-thibaud/profil/spieler_27418.html,17 Julie Thibaud,20.04.1998,Niort,27,Julie Martine Thibaud,"1,67",France,Defence - Centre Back,right,45.000 €,30.06.2025,,,01.10.2023,
Leicester City,https://www.soccerdonna.de/en/sari-kees/profil/spieler_39903.html,22 Sari Kees,17.02.2001,,24,Sari Kees,"1,74",Belgium,Defence - Centre Back,right,60.000 €,30.06.2027,,www.instagram.com/sarikees/,02.10.2024,
Leicester City,https://www.soccerdonna.de/en/chantelle-swaby/profil/spieler_38822.html,31 Chantelle Swaby,06.08.1998,"West Hartford, Connecticut",26,Chantelle Monique Swaby,"1,78",Jamaica United States,Defence - Centre Back,both,45.000 €,30.06.2026,,www.instagram.com/chantelleswaby/,02.10.2024,
Leicester City,https://www.soccerdonna.de/en/emilia-pelgander/profil/spieler_43999.html,Emilia Pelgander,03.03.2004,,21,Emilia Helena Pelgander,"1,66",Sweden,Midfield - Central Midfield,right,35.000 €,?,,,04.02.2024,
Leicester City,https://www.soccerdonna.de/en/sam-tierney/profil/spieler_30343.html,3 Sam Tierney,08.10.1998,Sheffield,26,Samantha Tierney,"1,67",England,Midfield - Defensive Midfield,right,45.000 €,30.06.2025,,,06.09.2020,02.10.2023
Leicester City,https://www.soccerdonna.de/en/janice-cayman/profil/spieler_13654.html,11 Janice Cayman,12.10.1988,Brasschaat,36,Janice Cayman,"1,67",Belgium,Midfield - Defensive Midfield,right,25.000 €,30.06.2025,,www.instagram.com/janicecayman/,01.10.2023,20.06.2024
Leicester City,https://www.soccerdonna.de/en/shannon-obrien/profil/spieler_46877.html,27 Shannon O’Brien,05.10.2001,Coventry,23,Shannon O’Brien,"1,71",England,"Midfield - Midfield, left",right,35.000 €,30.06.2025,,,28.02.2021,17.07.2024
Leicester City,https://www.soccerdonna.de/en/ruby-mace/profil/spieler_44276.html,30 Ruby Mace,05.09.2003,Upminster,21,Ruby Mace,"1,68",England,Midfield - Defensive Midfield,right,70.000 €,30.06.2026,,www.instagram.com/ruby.mace/,29.01.2023,
Leicester City,https://www.soccerdonna.de/en/deanne-rose/profil/spieler_30842.html,7 Deanne Rose,03.03.1999,"New Tecumseth, Ontario",26,Deanne Cynthia Rose,"1,63",Canada Jamaica,Striker - Centre Forward,right,60.000 €,30.06.2025,,www.instagram.com/deannecynthia_/,01.10.2023,
Leicester City,https://www.soccerdonna.de/en/jutta-rantala/profil/spieler_23982.html,8 Jutta Rantala,11.10.1999,Köyliö,25,Jutta Kaarina Rebekka Rantala,"1,60",Finland,Striker - Second Striker,both,50.000 €,30.06.2025,,www.instagram.com/juttarantala/,01.10.2023,
Leicester City,https://www.soccerdonna.de/en/noemie-mouchon/profil/spieler_47040.html,10 Noémie Mouchon,06.06.2003,Lille,22,,,France,Striker,right,65.000 €,30.06.2027,,,22.09.2024,
Leicester City,https://www.soccerdonna.de/en/hlin-eiriksdottir/profil/spieler_34289.html,14 Hlín Eiríksdóttir,12.06.2000,,25,Hlín Eiríksdóttir,"1,67",Iceland,Striker - Right Wing,right,85.000 €,30.06.2027,,www.instagram.com/hlineiriks/,02.02.2025,
Leicester City,https://www.soccerdonna.de/en/denny-draper/profil/spieler_85604.html,19 Denny Draper,17.03.2007,,18,Denny Gipsie Draper,"1,67",England,Striker,,20.000 €,?,,,15.10.2023,
Leicester City,https://www.soccerdonna.de/en/missy-goodwin/profil/spieler_42987.html,20 Missy Goodwin,27.01.2003,Redditch,22,Deearna Missy Goodwin,"1,63",England,Striker - Right Wing,right,40.000 €,?,,,16.01.2022,06.07.2023
Leicester City,https://www.soccerdonna.de/en/hannah-cain/profil/spieler_30407.html,21 Hannah Cain,11.02.1999,Arksey,26,Hannah Jade Cain,"1,64",Wales England,Striker - Centre Forward,right,40.000 €,30.06.2025,,,20.12.2020,14.07.2023
Leicester City,https://www.soccerdonna.de/en/shana-chossenotte/profil/spieler_62496.html,28 Shana Chossenotte,14.02.2005,Reims,20,Shana Soukeyna Nathalie Chossenotte,"1,73",France,Striker,,45.000 €,30.06.2027,,,29.09.2024,
Leicester City,https://www.soccerdonna.de/en/yuka-momiki/profil/spieler_14411.html,29 Yuka Momiki,09.04.1996,"New York City, New York",29,籾木 ニコル 結花,"1,53",Japan United States,Striker - Right Wing,left,65.000 €,30.06.2025,,www.instagram.com/nicole10_official/,14.01.2024,
London City Lionesses,https://www.soccerdonna.de/en/elene-lete/profil/spieler_42895.html,Elene Lete,07.05.2002,Zumarraga,23,Elene Lete Para,"1,73",Spain,Goalkeeper,right,125.000 €,?,,www.instagram.com/elenelete12_/,,
London City Lionesses,https://www.soccerdonna.de/en/sophie-hillyerd/profil/spieler_42998.html,28 Sophie Hillyerd,05.03.2003,,22,,,England,Goalkeeper,,unknown,30.06.2025,,,,
London City Lionesses,https://www.soccerdonna.de/en/emily-orman/profil/spieler_40388.html,32 Emily Orman,05.11.2002,"Redhill, Surrey",22,,"1,82",England,Goalkeeper,right,unknown,30.06.2027,,www.instagram.com/emily._.orman/,08.09.2024,
London City Lionesses,https://www.soccerdonna.de/en/isa-kardinaal/profil/spieler_62617.html,Isa Kardinaal,31.03.2005,Amsterdam,20,,,Netherlands,Defence - Centre Back,left,35.000 €,?,,www.instagram.com/isakardinaal/,,
London City Lionesses,https://www.soccerdonna.de/en/poppy-pattinson/profil/spieler_37493.html,Poppy Pattinson,30.04.2000,Houghton-le-Spring,25,Poppy Olivia Pattinson,,England,"Defence - Fullback, left",left,70.000 €,30.06.2028,,,,
London City Lionesses,https://www.soccerdonna.de/en/teyah-goldie/profil/spieler_56041.html,Teyah Goldie,27.06.2004,London,21,Teyah Doreen Bliss Goldie,,England,Defence - Centre Back,,10.000 €,?,,,08.09.2024,
London City Lionesses,https://www.soccerdonna.de/en/grace-neville/profil/spieler_38879.html,2 Grace Neville,09.04.2000,Gordon Hill,25,,"1,63",New Zealand England,Defence,right,unknown,30.06.2025,,,18.08.2019,09.07.2024
London City Lionesses,https://www.soccerdonna.de/en/maddi-wilde/profil/spieler_62524.html,20 Maddi Wilde,04.10.2003,,21,,,England,"Defence - Fullback, right",,unknown,30.06.2026,,,27.08.2023,
London City Lionesses,https://www.soccerdonna.de/en/cerys-brown/profil/spieler_72288.html,22 Cerys Brown,22.06.2005,Worthing,20,,"1,66",England,Defence,right,15.000 €,30.06.2025,,,22.09.2024,
London City Lionesses,https://www.soccerdonna.de/en/rofiat-imuran/profil/spieler_66730.html,25 Rofiat Imuran,17.06.2004,,21,Rofiat Adenike Imuran,"1,65",Nigeria,"Defence - Fullback, left",left,65.000 €,30.06.2027,,www.twitter.com/RofiatImuran17/,13.10.2024,
London City Lionesses,https://www.soccerdonna.de/en/corinne-henson/profil/spieler_62520.html,27 Corinne Henson,26.08.2003,,21,,,United States England,Defence,left,unknown,30.06.2027,,,08.09.2024,30.01.2025
London City Lionesses,https://www.soccerdonna.de/en/danille-van-de-donk/profil/spieler_2900.html,Daniëlle van de Donk,05.08.1991,Valkenswaard,33,Daniëlle van de Donk,"1,60",Netherlands,Midfield - Central Midfield,right,150.000 €,30.06.2027,,www.instagram.com/daniellevddonk/,,
London City Lionesses,https://www.soccerdonna.de/en/mengyu-shen/profil/spieler_35865.html,7 Mengyu Shen,19.08.2001,"Chuzhou, Anhui",23,沈梦雨,"1,68",China,Midfield - Defensive Midfield,,unknown,30.06.2027,,www.instagram.com/shen.my_9/,03.10.2024,
London City Lionesses,https://www.soccerdonna.de/en/saki-kumagai/profil/spieler_5939.html,8 Saki Kumagai,17.10.1990,"Abashiri, Hokkaidō",34,熊谷 紗希,"1,73",Japan,Midfield - Defensive Midfield,right,80.000 €,?,,www.instagram.com/kumagai1017/,02.02.2025,
London City Lionesses,https://www.soccerdonna.de/en/gesa-marashi/profil/spieler_90699.html,10 Gesa Marashi,13.07.2006,,18,,,England Albania,Midfield - Central Midfield,,unknown,30.06.2026,,www.instagram.com/gesa_marashi/,29.09.2024,
London City Lionesses,https://www.soccerdonna.de/en/maria-perez/profil/spieler_48788.html,14 María Pérez,24.12.2001,Sant Fost de Campsentelles,23,María Pérez Rabaza,"1,69",Spain,Midfield - Defensive Midfield,right,50.000 €,30.06.2026,,,16.02.2025,
London City Lionesses,https://www.soccerdonna.de/en/julia-roddar/profil/spieler_30171.html,16 Julia Roddar,16.02.1992,Falun,33,Julia Elisabeth Roddar,"1,67",Sweden,Midfield - Central Midfield,right,35.000 €,30.06.2026,,,08.09.2024,
London City Lionesses,https://www.soccerdonna.de/en/sanni-franssi/profil/spieler_16668.html,Sanni Franssi,19.03.1995,Riihimäki,30,Sanni Maija Franssi,"1,74",Finland,Striker - Centre Forward,right,100.000 €,?,,www.instagram.com/sannifranssi/,,
London City Lionesses,https://www.soccerdonna.de/en/kosovare-asllani/profil/spieler_68.html,9 Kosovare Asllani,29.07.1989,Kristianstad,35,,"1,66",Sweden Kosovo,Striker,right,150.000 €,30.06.2026,,,08.09.2024,
London City Lionesses,https://www.soccerdonna.de/en/sofia-jakobsson/profil/spieler_2444.html,15 Sofia Jakobsson,23.04.1990,Örnsköldsvik,35,Eva Sofia Jakobsson,"1,74",Sweden,Striker - Right Wing,right,80.000 €,30.06.2026,,www.instagram.com/sofiajakobsson/,22.09.2024,
London City Lionesses,https://www.soccerdonna.de/en/lotta-lindstroem/profil/spieler_49534.html,19 Lotta Lindström,10.09.2004,,20,,"1,66",Finland,Striker - Centre Forward,right,unknown,30.06.2027,,www.instagram.com/llottalindstrom/,18.02.2024,
London City Lionesses,https://www.soccerdonna.de/en/isobel-goodwin/profil/spieler_54344.html,23 Isobel Goodwin,21.12.2002,Derby,22,,"1,77",England,Striker - Centre Forward,right,unknown,?,,www.instagram.com/isobel_goodwinx/,08.09.2024,
